fecha,area,entidad,devengado
2026-09-04,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio Nacional de Meteorología e Hidrología,86603.72000000004
2026-09-04,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio Nacional de Riego,390.0
2026-09-04,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio Plurinacional de Asistencia a la Víctima,4059.8
2026-09-04,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio Plurinacional de Defensa Pública,704857.72
2026-09-04,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio Plurinacional de Registro de Comercio,118363.40000000001
2026-09-04,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio Plurinacional de la Mujer y de la Despatriarcalización Ana María Romero,1833.5
2026-09-04,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio de Desarrollo de las Empresas Púb. Productivas,13463166.900000002
2026-09-04,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio de Impuestos Nacionales,10253139.219999999
2026-09-04,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Unidad de Comunicación Estratégica del Estado Plurinacional de Bolivia,1314012.8000000007
2026-09-04,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Unidad de Investigaciones Financieras,434009.0
2026-09-04,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Univ. Indígena Bol. Comun. Intercultl Prod. Tupak Katari,415306.7299999999
2026-09-04,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Vías Bolivia,1323361.4700000014
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Asamblea Legislativa Plurinacional,535394.8799999984
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Ministerio de Defensa,2240610.249999999
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,"Ministerio de Desarrollo Productivo, Rural y Agua",5516149.6899999995
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Ministerio de Economía y Finanzas Públicas,1293983.5699999998
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Ministerio de Educación,4372273.56
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Ministerio de Gobierno,11527884.939999996
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Ministerio de Hidrocarburos y Energías,1462225.75
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Ministerio de Minería y Metalurgia,52134.7
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,"Ministerio de Obras Públicas, Servicios y Vivienda",1155501.89
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Ministerio de Planificación del Desarrollo y Medio Ambiente,11024.460000002699
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Ministerio de Relaciones Exteriores,574262.5700000001
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Ministerio de Salud y Deportes ,200785324.19
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,"Ministerio de Trabajo, Empleo y Previsión Social",277591.5300000001
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,"Ministerio de Turismo Sostenible, Culturas, Folklore y Gastronomía",150594.0000000017
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Ministerio de la Presidencia,8990521.53
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Tribunal Constitucional Plurinacional,70582.77999999998
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Órgano Electoral Plurinacional,864516.4799999997
2026-09-04,ORGANOS DEL ESTADO PLURINACIONAL,Órgano Judicial,6257593.950000001
2026-09-04,UNIVERSIDADES PÚBLICAS,Universidad Amazónica de Pando,879208.8099999995
2026-09-04,UNIVERSIDADES PÚBLICAS,Universidad Autónoma Gabriel René Moreno,25878551.1
2026-09-04,UNIVERSIDADES PÚBLICAS,Universidad Autónoma Juan Misael Saracho,10353414.4
2026-09-04,UNIVERSIDADES PÚBLICAS,Universidad Autónoma Tomás Frías,9391364.369999997
2026-09-04,UNIVERSIDADES PÚBLICAS,Universidad Autónoma del Beni José Ballivián,2148538.590000001
2026-09-04,UNIVERSIDADES PÚBLICAS,Universidad Mayor Real y Pontificia de San Francisco Xavier,1225454.1399999994
2026-09-04,UNIVERSIDADES PÚBLICAS,Universidad Mayor de San Andrés,32265953.909999996
2026-09-04,UNIVERSIDADES PÚBLICAS,Universidad Mayor de San Simón,32217125.770000007
2026-09-04,UNIVERSIDADES PÚBLICAS,Universidad Nacional Siglo XX,932850.79
2026-09-04,UNIVERSIDADES PÚBLICAS,Universidad Pública de El Alto,34015055.38000001
2026-09-04,UNIVERSIDADES PÚBLICAS,Universidad Técnica de Oruro,816620.5300000005
2026-09-08,ADMINISTRACION TERRITORIAL,Autonomía del Territorio Indígena Originario Campesino Guaraní Chaqueño de Huacaya,165454.55
2026-09-08,ADMINISTRACION TERRITORIAL,GAIOC de Charagua Iyambae,330132.37
2026-09-08,ADMINISTRACION TERRITORIAL,GAIOC de la Nación Originaria Uru Chipaya,19927.799999999996
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Departamental de Chuquisaca,28261181.65
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Departamental de Cochabamba,4513576.539999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Departamental de La Paz,5793783.47
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Departamental de Oruro,1524398.81
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Departamental de Pando,841037.19
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Departamental de Potosí,7065546.399999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Departamental de Santa Cruz,5935016.420000004
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Departamental de Tarija,6230028.18
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Departamental del Beni,730765.3699999998
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Indígena Guaraní Kereimba Iyaambae,11000.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Indígena Originario Campesino de Salinas,645979.33
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Indígena Originario Campesino de la Autonomía Originaria del Jatún Ayllu Yura,224359.87
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Indígena Originario Campesino del Territorio de Raqaypampa,234649.9
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal Ecológico Productivo de Achocalla,848078.95
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal Villa Gualberto Villarroel,28455.190000000002
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Achacachi,311906.65
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Aiquile,327544.00000000006
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Alalay,115847.72
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Alto Beni,107327.68
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Ancoraimes,234076.45
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Antequera,531949.98
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Anzaldo,226069.85
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Apolo,106132.67
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Arani,67350.01
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Arbieto,227824.88000000003
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Arque,62865.34
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Ascención de Guarayos,353201.2900000004
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Atocha,397312.77000000014
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Aucapata,478717.72
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Ayata,85730.24999999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Ayo Ayo,7753.540000000079
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Batallas,33625.600000000006
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Baures,306185.9
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Bella Flor,62373.04000000001
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Belén de Andamarca,43300.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Bermejo,385584.98
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Betanzos,956150.4799999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Bolivar,235624.01
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Bolpebra,13473.36
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Boyuibe,8071.42
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Buena Vista,154278.77000000002
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Cabezas,95946.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Cairoma,125261.88
2026-09-08,ADMINISTRACION TERRITORIAL,"Gobierno Autónomo Municipal de Caiza ""D""",133798.96
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Cajuata,43688.170000000006
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Calacoto,140966.76
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Calamarca,213510.1
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Camargo,204913.87
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Camiri,114610.02000000002
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Capinota,645933.78
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Caquiaviri,278397.93999999994
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Carabuco,899.6299999999992
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Caracollo,685700.88
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Caranavi,332803.93
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Carangas,7500.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Caraparí,501081.8
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Caripuyo,183465.15999999997
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Catacora,40000.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Chacarilla,14408.57
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Challapata,687569.36
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Chaqui,191721.49999999994
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Charaña,59770.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Chayanta,812958.99
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Chimoré,689994.7000000001
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Choquecota,56582.6
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Chua Cocani,156703.63
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Chulumani (Villa de la Libertad),1246483.2199999997
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Chuma,73139.07
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Chuquihuta Ayllu Jucumani,112842.23
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Ckochas,269060.74
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Cliza,691900.16
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Cobija,1766030.2800000005
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Cocapata,247159.32000000004
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Cochabamba,15625119.670000007
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Coipasa,10711.679999999997
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Colcapirhua,1743277.3300000003
2026-09-08,ADMINISTRACION TERRITORIAL,"Gobierno Autónomo Municipal de Colcha""K"" (Villa Martín)",829238.24
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Collana,89736.26999999997
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Colomi,471841.2
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Colpa Bélgica,328828.6699999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Colquechaca,21500.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Colquencha,167963.31000000006
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Colquiri,254642.39000000004
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Comanche,15000.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Comarapa,58737.359999999986
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Combaya,85989.45999999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Concepción,126028.38999999996
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Copacabana,62950.52
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Coripata,79648.6
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Corocoro,29993.67
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Coroico,354024.42
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Corque,117695.30000000002
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Cotagaita,634023.9199999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Cotoca,2037255.47
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Cruz de Machacamarca,50973.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Cuatro Cañadas,111350.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Cuevo,15407.21
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Culpina,55269.21999999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Curahuara de Carangas,30114.29
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Curva,18425.29999999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Desaguadero,47430.83
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de El Alto de La Paz,5561000.249999997
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de El Carmen Rivero Tórrez,97432.91999999997
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de El Choro,12286.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de El Puente,87938.98000000001
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de El Puente,473539.39999999997
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de El Torno,1366897.32
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de El Villar,64059.76
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Entre Rios,642269.73
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Entre Ríos,557529.7899999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Escara,39436.7
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Escoma,92990.26000000001
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Esmeralda,67294.48000000001
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Eucaliptus,73977.65
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Exaltación,268172.17
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Fernández Alonso,314554.95
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Filadelfia,64227.029999999984
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de General Agustín Saavedra,332187.11
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de General Juan José Pérez (Charazani),335232.16000000003
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Guanay,76447.52
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Guaqui,90200.61000000002
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Huacaraje,183999.29
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Huachacalla,138721.92
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Huanuni,140090.5
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Huarina,199624.57
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Huatajata,91114.32999999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Ichoca,64531.799999999996
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Icla,78982.72
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Incahuasi,60770.26
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Independencia,80593.79999999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Inquisivi,284958.73000000004
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Ixiamas,64801.75
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Jesús de Machaca,94180.27999999998
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de La Asunta,394860.93999999994
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de La Guardia,3204769.85
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de La Paz,5327516.97
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de La Rivera,15808.289999999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Lagunillas,7017.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Laja,304606.3
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Las Carreras,129888.04
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Llallagua,154090.55999999997
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Loreto,43488.70000000001
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Luribay,195572.46
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Machacamarca,67767.91000000003
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Machareti,15997.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Magdalena,201083.93999999994
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Mairana,164983.81000000026
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Mapiri,23510.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Mecapaca,145295.88
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Mineros,190567.56999999995
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Mizque,892322.91
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Mocomoco,237991.01
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Mojinete,45806.93
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Monteagudo,453383.50999999995
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Montero,3979484.430000001
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Moro Moro,2973.8099999999995
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Morochata,129063.63000000002
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Nazacara de Pacajes,255698.18000000002
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Nueva Esperanza,76825.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Ocurí,58202.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Okinawa Uno,593526.5700000001
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Omereque,19106.1
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Oruro,6685624.44
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Padcaya,501503.73000000004
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Padilla,53351.35000000003
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Pailón,1420034.74
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Palca,140851.12
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Palos Blancos,518531.2299999998
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Pampa Aullagas,318590.07
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Pampa Grande,285023.55999999994
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Papel Pampa,17710.370000000003
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Pasorapa,240.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Patacamaya,579771.2699999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Pazña,57156.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Pelechuco,252607.15
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Pocoata,130098.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Pocona,200087.72
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Pojo,8025.000000000002
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Poopó (Villa Poopó),73901.66
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Porco,491150.73
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Poroma,160.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Porongo (Ayacucho),2515812.58
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Portachuelo,185619.06999999995
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Porvenir,50170.5
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Potosí,5177466.609999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Presto,17436.25
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Pucarani,92139.94999999995
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Puerto Acosta,24756.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Puerto Gonzalo Moreno,627486.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Puerto Guayaramerín,524167.13999999996
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Puerto Pérez,104258.68
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Puerto Quijarro,393244.35
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Puerto Rurrenabaque,232275.5
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Puerto Suárez,107738.43
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Puerto Villarroel,1276698.9300000002
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Puna (Villa Talavera),77594.39
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Punata,280192.93
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Quiabaya,45337.70999999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Quillacollo,1346035.33
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Quime,102014.06999999999
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Quirusillas,8121.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Ravelo,259066.88999999993
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Reyes,76613.3
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Riberalta,1883505.6500000006
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Roboré,128464.48000000007
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Sabaya,547263.52
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Sacaba,4436743.94
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Sacaca (Villa de Sacaca),464467.57999999996
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Saipina,181848.78
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Samaipata,286082.98999999993
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de San Agustín,6160.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de San Andrés,274888.17000000016
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de San Andrés de Machaca,20040.0
2026-09-08,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de San Antonio de Esmoruco,58273.02999999999
